,Pearson r,p-value
Real_SBP vs Estimated_SBP_AIx,0.22523640521931962,0.6272517133063797
Real_DBP vs Estimated_DBP_AIx,0.5260366534856805,0.22521643517878306
Real_SBP vs Estimated_SBP_AIx_Red,0.2589233240319096,0.5750231322168697
Real_DBP vs Estimated_DBP_AIx_Red,0.6295350332059884,0.12977890992202146
