,Pearson r,p-value
SBP_PPG vs SBP_PPW,-0.9149855276286828,0.02937352297474842
SBP_PPG vs SBP_AIx,0.9321184338154206,0.021013066772608464
SBP_PPW vs SBP_AIx,-0.9298408122077634,0.022071744842210122
DBP_PPG vs DBP_PPW,-0.9149855276286823,0.029373522974748642
DBP_PPG vs DBP_AIx,0.9321184338154199,0.021013066772608672
DBP_PPW vs DBP_AIx,-0.9298408122077644,0.022071744842209598
