,Pearson r,p-value
SBP_PPG vs SBP_PPW,-0.9486832980505158,0.051316701949484234
SBP_PPG vs SBP_AIx,0.705240175628841,0.2947598243711589
SBP_PPW vs SBP_AIx,-0.44489274707074355,0.5551072529292564
DBP_PPG vs DBP_PPW,-0.9486832980505161,0.05131670194948379
DBP_PPG vs DBP_AIx,0.7052401756288409,0.2947598243711591
DBP_PPW vs DBP_AIx,-0.44489274707074467,0.5551072529292553
