,Pearson r,p-value
Real_SBP vs Estimated_SBP_AIx,-0.3842567895824219,0.5230708032860775
Real_DBP vs Estimated_DBP_AIx,-0.2098635781383833,0.7347679772301764
Real_SBP vs Estimated_SBP_AIx_Red,0.3401820740220143,0.5753720731565778
Real_DBP vs Estimated_DBP_AIx_Red,0.696340730430689,0.19145601361534995
