Parameter,Mean Difference (MD),Standard Deviation (SD),Upper Limit (MD + 1.96*SD),Lower Limit (MD - 1.96*SD)
SBP,-33.53659973099886,14.144671994299541,-5.813042622171757,-61.26015683982596
DBP,7.007102551737626,8.592139405927796,23.847695787356102,-9.833490683880852
