,Pearson r,p-value
Real_SBP vs Estimated_SBP_AIx,0.02193187580405977,0.9460616245915343
Real_DBP vs Estimated_DBP_AIx,0.12300338360401777,0.7033202808080996
Real_SBP vs Estimated_SBP_AIx_Red,-0.3476852165832627,0.2681183235634188
Real_DBP vs Estimated_DBP_AIx_Red,-0.2256493262896153,0.4807049584404746
