Estimated_SBP_AIx_Red,Estimated_DBP_AIx_Red
105.15333666882006,71.09200200129204
111.25984719347534,74.7559083160852
106.56674030340989,71.94004418204594
108.5495651834851,73.12973911009107
110.58770994397426,74.35262596638455
109.22914943373507,73.53748966024105
109.26291611938196,73.55774967162918
93.48971141783554,64.09382685070132
106.66064861357724,71.99638916814634
108.87883500949351,73.32730100569611
105.10991703801116,71.06595022280669
98.4874030400322,67.09244182401933
107.52515498272872,72.51509298963724
112.57132632489359,75.54279579493615
94.97059587360648,64.98235752416389
111.21193117930713,74.72715870758427
109.6297733727208,73.77786402363247
110.11075004115573,74.06645002469344
97.49482086714623,66.49689252028774
109.49154916791366,73.69492950074819
108.13763710904337,72.88258226542602
100.22109343122409,68.13265605873445
110.37546480888034,74.22527888532821
107.95124024929625,72.77074414957775
97.72775135741495,66.63665081444896
107.54544357052495,72.52726614231497
108.15743693165524,72.89446215899315
116.9586060887281,78.17516365323687
107.40424427615213,72.44254656569127
110.2413111223821,74.14478667342927
104.80085295815626,70.88051177489375
97.79744868092916,66.67846920855749
110.3837110463794,74.23022662782765
107.77087415042257,72.66252449025355
108.29769733969289,72.97861840381574
112.4574200266556,75.47445201599336
