Parameter,Mean Difference (MD),Standard Deviation (SD),Upper Limit (MD + 1.96*SD),Lower Limit (MD - 1.96*SD)
SBP,15.384277094526507,1.9928618429961233,19.290286306798908,11.478267882254105
DBP,7.707795930661311,4.59220230280631,16.708512444161677,-1.2929205828390575
