,Pearson r,p-value
SBP_PPG vs SBP_PPW,0.5222329678670907,0.4777670321329093
SBP_PPG vs SBP_AIx,0.24867600348009197,0.7513239965199081
SBP_PPW vs SBP_AIx,0.16227079267863498,0.8377292073213649
DBP_PPG vs DBP_PPW,0.5222329678670916,0.4777670321329084
DBP_PPG vs DBP_AIx,0.2486760034800918,0.7513239965199081
DBP_PPW vs DBP_AIx,0.16227079267863445,0.8377292073213656
