,Pearson r,p-value
SBP_PPG vs SBP_PPW,0.8660254037844296,0.333333333333345
SBP_PPG vs SBP_AIx,0.8089164308804617,0.4001089057149565
SBP_PPW vs SBP_AIx,0.9945039992682573,0.06677557238161026
DBP_PPG vs DBP_PPW,0.8660254037844308,0.33333333333334336
DBP_PPG vs DBP_AIx,0.8089164308804634,0.4001089057149549
DBP_PPW vs DBP_AIx,0.9945039992682573,0.06677557238161026
