,Pearson r,p-value
SBP_PPG vs SBP_PPW,0.6461643051532636,0.031712884759048765
SBP_PPG vs SBP_AIx,-0.02021203518862505,0.9529645701690915
SBP_PPW vs SBP_AIx,0.05820180561161102,0.8650281701859773
DBP_PPG vs DBP_PPW,0.6461643051532636,0.031712884759048765
DBP_PPG vs DBP_AIx,-0.020212035188625768,0.9529645701690899
DBP_PPW vs DBP_AIx,0.058201805611610646,0.8650281701859783
