,Pearson r,p-value
Real_SBP vs Estimated_SBP_AIx,0.15146388378634904,0.745806231639587
Real_DBP vs Estimated_DBP_AIx,0.5013670290665659,0.2516646917124111
Real_SBP vs Estimated_SBP_AIx_Red,0.5340713838454556,0.21689976940690986
Real_DBP vs Estimated_DBP_AIx_Red,0.10295269083547343,0.8261468671979338
