Parameter,Mean Difference (MD),Standard Deviation (SD),Upper Limit (MD + 1.96*SD),Lower Limit (MD - 1.96*SD)
SBP,67.91360429605827,50.49242476504102,166.87875683553867,-31.051548243422133
DBP,61.565066677147385,29.307543258372107,119.0078514635567,4.1222818907380585
