,Pearson r,p-value
SBP_PPG vs SBP_PPW,-0.04981303737455189,0.8302142872877001
SBP_PPG vs SBP_AIx,-0.210261565600165,0.3602836803153456
SBP_PPW vs SBP_AIx,0.15558060802388712,0.5006787450462437
DBP_PPG vs DBP_PPW,-0.049813037374551915,0.8302142872876997
DBP_PPG vs DBP_AIx,-0.21026156560016568,0.3602836803153435
DBP_PPW vs DBP_AIx,0.15558060802388723,0.5006787450462433
