,Pearson r,p-value
Real_SBP vs Estimated_SBP_AIx,0.26623522524475224,0.25654139144958804
Real_DBP vs Estimated_DBP_AIx,0.48415077301915677,0.030532032364517094
Real_SBP vs Estimated_SBP_AIx_Red,0.174936306766105,0.4607076194272149
Real_DBP vs Estimated_DBP_AIx_Red,0.1309792342369058,0.582030689815124
