,Pearson r,p-value
SBP_PPG vs SBP_PPW,0.004989284544984123,0.9848376110586821
SBP_PPG vs SBP_AIx,0.15483316803546995,0.5529376892596237
SBP_PPW vs SBP_AIx,-0.030205826077645024,0.9083810289757087
DBP_PPG vs DBP_PPW,0.004989284544983738,0.9848376110586828
DBP_PPG vs DBP_AIx,0.15483316803546981,0.552937689259624
DBP_PPW vs DBP_AIx,-0.030205826077644972,0.9083810289757087
