SBP_PPG,DBP_PPG,SBP_PPW,DBP_PPW,SBP_AIx,DBP_AIx
107.99999999999999,71.0,83.99999999999997,52.99999999999997,102.65852909047526,69.59511745428516
103.99999999999999,67.99999999999999,99.99999999999999,64.99999999999999,107.36835709102485,72.4210142546149
95.99999999999997,61.999999999999986,95.99999999999997,61.999999999999986,103.10991214061055,69.86594728436633
103.99999999999999,67.99999999999999,87.99999999999997,55.99999999999998,108.44583192758353,73.06749915655011
108.00000000000009,71.00000000000006,103.99999999999999,67.99999999999999,101.9246666178692,69.15479997072153
95.9999999999998,61.99999999999985,95.9999999999998,61.99999999999985,100.00539901431196,68.00323940858718
100.00000000000007,65.00000000000006,91.99999999999989,58.999999999999915,100.76728483799394,68.46037090279637
95.9999999999998,61.99999999999985,80.00000000000014,50.00000000000011,106.57999851648002,71.94799910988802
103.99999999999999,67.99999999999999,95.9999999999998,61.99999999999985,111.2088121083323,74.72528726499938
103.99999999999963,67.99999999999972,100.00000000000007,65.00000000000006,104.8584439654536,70.91506637927216
80.00000000000014,50.00000000000011,107.9999999999999,70.99999999999993,105.65631151402661,71.39378690841598
95.9999999999998,61.99999999999985,104.00000000000034,68.00000000000026,105.81956470887495,71.49173882532497
108.00000000000026,71.0000000000002,99.99999999999972,64.99999999999979,110.13751601929008,74.08250961157405
84.00000000000006,53.00000000000004,92.0000000000006,59.00000000000045,104.14890318581338,70.48934191148803
99.99999999999972,64.99999999999979,100.00000000000043,65.00000000000031,99.85787203212375,67.91472321927425
80.00000000000014,50.00000000000011,91.99999999999989,58.999999999999915,103.05018736095217,69.8301124165713
108.00000000000026,71.0000000000002,104.00000000000034,68.00000000000026,103.02069555301549,69.81241733180929
