,Pearson r,p-value
SBP_PPG vs SBP_PPW,0.13363062095622066,0.8303639544434566
SBP_PPG vs SBP_AIx,0.21240860658518862,0.731600597393373
SBP_PPW vs SBP_AIx,-0.1263268101113912,0.8395845443615401
DBP_PPG vs DBP_PPW,0.13363062095622172,0.8303639544434551
DBP_PPG vs DBP_AIx,0.21240860658518523,0.7316005973933773
DBP_PPW vs DBP_AIx,-0.12632681011138858,0.8395845443615437
