,Pearson r,p-value
Real_SBP vs Estimated_SBP_AIx,0.5541057265332839,0.15412460347137463
Real_DBP vs Estimated_DBP_AIx,0.30290162525520337,0.46584207437957426
Real_SBP vs Estimated_SBP_AIx_Red,-0.10834758962952944,0.7984325627789475
Real_DBP vs Estimated_DBP_AIx_Red,-0.14129483949065963,0.7385771111056392
