,Pearson r,p-value,MAE,RMSE
Real_SBP vs Estimated_SBP_PPG,0.5903015472199867,0.21739471253833825,2.058442570724653,2.6074085404096747
Real_DBP vs Estimated_DBP_PPG,0.7262622297611029,0.10214264077218982,1.6797951022160642,1.9935237073687115
Real_SBP vs Estimated_SBP_PPW,0.5752914437530917,0.23226213302932433,2.1194473444647763,2.6433886928675405
Real_DBP vs Estimated_DBP_PPW,0.6971929504548761,0.1236556553464146,1.7471775579564575,2.0819075933433075
Real_SBP vs Estimated_SBP_AIx,0.10111010317651867,0.8488516823162353,10.38529940657324,13.999970247981711
Real_DBP vs Estimated_DBP_AIx,0.22230574361242958,0.6720345421264975,6.524955735261057,8.193135180013321
Real_SBP vs Estimated_SBP_AIx_Red,0.21265645579039974,0.6858237731164876,6.945943502861428,7.932539643175717
Real_DBP vs Estimated_DBP_AIx_Red,0.29985722947956817,0.5636948909314743,4.788900522558031,5.564048469614155
