Parameter,Mean Difference (MD),Standard Deviation (SD),Upper Limit (MD + 1.96*SD),Lower Limit (MD - 1.96*SD)
SBP,-3.7469591028081313,3.679138685042693,3.464152719875546,-10.958070925491809
DBP,0.7493624681271033,2.9164672177898834,6.465638214995274,-4.966913278741068
