,Pearson r,p-value
Real_SBP vs Estimated_SBP_AIx,0.08569247816002361,0.7194347221752426
Real_DBP vs Estimated_DBP_AIx,0.02495613878242614,0.9168228591614945
Real_SBP vs Estimated_SBP_AIx_Red,0.25805993300786106,0.27198286252152215
Real_DBP vs Estimated_DBP_AIx_Red,-0.189030084347368,0.4247714142267156
