Estimated_SBP_AIx_Red,Estimated_DBP_AIx_Red
113.61816866326883,76.1709011979613
103.62471250635673,70.17482750381404
108.03684253806055,72.82210552283634
88.28383658532803,60.970301951196824
104.5377830261353,70.72266981568117
106.23132491009079,71.73879494605447
100.21542057588263,68.12925234552958
109.23242607616355,73.53945564569813
98.69777710448876,67.21866626269326
107.89340421326051,72.7360425279563
100.34165266569931,68.2049915994196
110.63003327520123,74.37801996512074
107.07408201415474,72.24444920849284
108.4862199624873,73.09173197749237
101.36557723032624,68.81934633819574
110.70760782556607,74.42456469533965
98.4912885204557,67.09477311227342
96.83658055375206,66.10194833225124
106.26986752731011,71.76192051638606
102.91026218287035,69.74615730972221
97.36045912264865,66.4162754735892
122.72736141475633,81.6364168488538
112.10612424978535,75.26367454987121
116.75768331853106,78.05460999111864
107.96134871532347,72.77680922919409
101.69204927673506,69.01522956604104
112.38357391300737,75.43014434780441
108.45213525474179,73.07128115284507
108.68122650095532,73.20873590057319
106.04920907745803,71.62952544647482
106.43335389554305,71.86001233732583
103.14209446266236,69.88525667759741
103.4720310752407,70.08321864514443
102.15495479894017,69.2929728793641
97.23858071671023,66.34314843002613
94.98616806626939,64.99170083976163
97.95096229170635,66.7705773750238
106.9721446335163,72.18328678010978
101.6020535661662,68.96123213969972
110.98305697921964,74.58983418753178
101.36560193453514,68.81936116072109
102.6572181758961,69.59433090553766
108.54510539533696,73.12706323720218
102.07159765570533,69.2429585934232
98.90520482260224,67.34312289356134
108.43209203139128,73.05925521883476
108.01223916736198,72.80734350041719
102.6925617892471,69.61553707354825
96.46818332576706,65.88090999546023
109.2486322174419,73.54917933046514
103.33284666584447,69.99970799950668
105.90000653379796,71.54000392027878
108.6398748826142,73.18392492956852
103.52482472974005,70.11489483784403
107.50452771978141,72.50271663186884
102.87205042119678,69.72323025271807
100.87340086978469,68.52404052187082
99.85806552973526,67.91483931784116
102.46102980140789,69.47661788084473
103.67115089692372,70.20269053815423
105.4659616138505,71.2795769683103
102.39469750049611,69.43681850029766
107.54647222160354,72.52788333296212
97.72381466013992,66.63428879608395
105.967406274087,71.5804437644522
100.6522908646991,68.39137451881946
107.67373876140653,72.60424325684392
110.5475846197056,74.32855077182336
103.11808453155611,69.87085071893367
102.21173916179094,69.32704349707457
108.72209196548143,73.23325517928886
109.5975193480864,73.75851160885183
102.77028645037402,69.66217187022441
107.58900028032153,72.55340016819292
106.11609757583017,71.66965854549811
98.94021207375204,67.36412724425122
105.36160867380715,71.21696520428429
108.99958582460744,73.39975149476447
99.23604771714403,67.54162863028643
122.83285763184014,81.69971457910408
110.17177754792381,74.10306652875428
105.17256329263166,71.103537975579
102.8971749273576,69.73830495641455
109.44474244905676,73.66684546943405
105.14395019209896,71.08637011525937
105.54365783797026,71.32619470278216
108.2589758531308,72.95538551187849
117.51962025542946,78.51177215325768
106.99232933102466,72.1953975986148
102.15159752746861,69.29095851648117
104.87078270598157,70.92246962358894
106.32845420595177,71.79707252357106
106.21941750219848,71.73165050131908
96.2634029458494,65.75804176750965
104.414252738677,70.6485516432062
100.08002950381444,68.04801770228867
105.79015271338916,71.4740916280335
103.03722041181119,69.8223322470867
106.59207282655555,71.95524369593333
105.83593281911288,71.50155969146773
102.87475765217532,69.72485459130519
103.33623734764109,70.00174240858465
95.82478427105573,65.49487056263345
102.98041977114286,69.78825186268571
99.04869980483919,67.42921988290351
108.1842018663086,72.91052111978516
99.852900037521,67.9117400225126
105.10464177790178,71.06278506674106
105.83898624521007,71.50339174712605
105.10038233263569,71.0602293995814
104.16667591234449,70.5000055474067
105.38454728700442,71.23072837220266
112.68792266301351,75.61275359780811
103.31877436723227,69.99126462033936
108.74107304272573,73.24464382563544
104.09401942031087,70.45641165218653
102.91867905315922,69.75120743189552
97.59073425862027,66.55444055517216
112.71646294518891,75.62987776711336
105.27914191186086,71.16748514711652
118.44070280498002,79.06442168298801
105.14139371162213,71.08483622697328
98.58443113152472,67.15065867891484
99.20951272322294,67.52570763393376
102.78371328806044,69.67022797283626
102.42340839961247,69.45404503976748
97.647392178464,66.5884353070784
