,Pearson r,p-value
Real_SBP vs Estimated_SBP_AIx,-0.2933072297061982,0.5726556384842191
Real_DBP vs Estimated_DBP_AIx,-0.44797294181851516,0.3729901377363338
Real_SBP vs Estimated_SBP_AIx_Red,-0.3477152095360333,0.49944759012500606
Real_DBP vs Estimated_DBP_AIx_Red,-0.44957425252394356,0.3710719227307632
