,Pearson r,p-value
SBP_PPG vs SBP_PPW,0.9441031813300135,1.2571090314335938e-08
SBP_PPG vs SBP_AIx,0.35299762298216586,0.1645857340950691
SBP_PPW vs SBP_AIx,0.3552833667193824,0.16167841493567625
DBP_PPG vs DBP_PPW,0.9441031813300138,1.2571090314335197e-08
DBP_PPG vs DBP_AIx,0.35299762298216597,0.16458573409506888
DBP_PPW vs DBP_AIx,0.35528336671938265,0.1616784149356761
