,Pearson r,p-value
Real_SBP vs Estimated_SBP_AIx,-0.2125215947874718,0.4128302237780618
Real_DBP vs Estimated_DBP_AIx,0.4535665860756898,0.06745617542834496
Real_SBP vs Estimated_SBP_AIx_Red,-0.028856629266294384,0.912458254607942
Real_DBP vs Estimated_DBP_AIx_Red,-0.12219695567678873,0.6403482928312936
