Parameter,Mean Difference (MD),Standard Deviation (SD),Upper Limit (MD + 1.96*SD),Lower Limit (MD - 1.96*SD)
SBP,-9.221600708535407,13.806456913530385,17.839054841984144,-36.28225625905496
DBP,-0.7849103568687613,11.665391426123563,22.07925683833342,-23.649077552070942
