,Pearson r,p-value
Real_SBP vs Estimated_SBP_AIx,-0.35075242086932534,0.16747560501186531
Real_DBP vs Estimated_DBP_AIx,-0.2958446815250462,0.24893991969777793
Real_SBP vs Estimated_SBP_AIx_Red,0.08779789110173636,0.7375689577226674
Real_DBP vs Estimated_DBP_AIx_Red,-0.05933664903742691,0.8210344614583599
