,Pearson r,p-value,MAE,RMSE
Real_SBP vs Estimated_SBP_PPG,0.7409284631915098,0.014218433749434337,1.6784842749986253,2.140533786909394
Real_DBP vs Estimated_DBP_PPG,0.2482515351440066,0.489197934189371,2.9951655846359544,3.489985910207639
Real_SBP vs Estimated_SBP_PPW,0.16861030326849555,0.6414730810914577,2.545468170289574,2.878935880866302
Real_DBP vs Estimated_DBP_PPW,-0.21895384877281873,0.5433473047922015,3.012115478789113,3.5515668435729335
Real_SBP vs Estimated_SBP_AIx,0.7553224244453121,0.011529329256357823,26.208639592571977,27.86386790099549
Real_DBP vs Estimated_DBP_AIx,0.425508763956924,0.22020937052490203,25.66307161233565,26.457109437515268
Real_SBP vs Estimated_SBP_AIx_Red,0.651846400864849,0.04112543503469297,26.1923105541928,27.425486432742822
Real_DBP vs Estimated_DBP_AIx_Red,-0.06490398792714384,0.8586191002912479,25.6529113217886,26.6308695343251
