,Pearson r,p-value
Real_SBP vs Estimated_SBP_AIx,0.7553224244453121,0.011529329256357823
Real_DBP vs Estimated_DBP_AIx,0.425508763956924,0.22020937052490203
Real_SBP vs Estimated_SBP_AIx_Red,0.651846400864849,0.04112543503469297
Real_DBP vs Estimated_DBP_AIx_Red,-0.06490398792714384,0.8586191002912479
