,Pearson r,p-value
Real_SBP vs Estimated_SBP_AIx,-0.3136283579168724,0.2368522510814502
Real_DBP vs Estimated_DBP_AIx,-0.2845733129029508,0.2854105879954354
Real_SBP vs Estimated_SBP_AIx_Red,0.185904799767205,0.4906058517677506
Real_DBP vs Estimated_DBP_AIx_Red,-0.08183326079916078,0.7631965062537565
