,Pearson r,p-value
Real_SBP vs Estimated_SBP_AIx,-0.12949469857876061,0.5863528544284011
Real_DBP vs Estimated_DBP_AIx,-0.29508069293531547,0.20658105877445654
Real_SBP vs Estimated_SBP_AIx_Red,-0.37882449258522566,0.09953162722515815
Real_DBP vs Estimated_DBP_AIx_Red,-0.16747651294613067,0.4803368544013785
