,Pearson r,p-value
Real_SBP vs Estimated_SBP_AIx,-0.13240956422922603,0.5778792621002078
Real_DBP vs Estimated_DBP_AIx,0.10066912661349013,0.6728110673719039
Real_SBP vs Estimated_SBP_AIx_Red,-0.18208753130660055,0.4422828665187536
Real_DBP vs Estimated_DBP_AIx_Red,0.2140819142517898,0.36476223367633415
