Estimated_SBP_AIx_Red,Estimated_DBP_AIx_Red
92.27058127408303,63.36234876444982
120.74929281752797,80.44957569051678
115.45477028770057,77.27286217262034
104.00564792494929,70.40338875496957
122.08841523177408,81.25304913906444
108.72426564000659,73.23455938400396
125.41297232742897,83.24778339645738
101.1252725776366,68.67516354658196
118.61253643148206,79.16752185888923
115.0170842761279,77.01025056567674
108.49506320697209,73.09703792418325
110.7008232446704,74.42049394680224
106.6004439811492,71.96026638868952
127.21200412969237,84.32720247781542
112.09026138611559,75.25415683166935
105.99773102338638,71.59863861403183
104.07344392231198,70.44406635338719
108.13263601364318,72.8795816081859
104.53901697363517,70.7234101841811
95.04275059946954,65.02565035968173
106.8324372335748,72.09946234014488
118.18130843066001,78.908785058396
102.08426517912525,69.25055910747515
106.1204228548381,71.67225371290286
109.24984461019544,73.54990676611726
104.04388394892943,70.42633036935766
112.61514596687708,75.56908758012625
104.71823499019985,70.83094099411991
112.75991422670768,75.65594853602461
107.85257675286371,72.71154605171823
99.90451083439268,67.94270650063561
119.11051953948426,79.46631172369055
106.01289987632506,71.60773992579504
113.3810349485818,76.02862096914907
117.51839927648649,78.51103956589189
112.85947643092692,75.71568585855614
105.79442918863451,71.4766575131807
104.47458588364653,70.68475153018792
108.53827071147202,73.12296242688322
128.44269878619974,85.06561927171984
112.27048741794786,75.36229245076872
144.40566994852045,94.64340196911228
124.4892466364555,82.6935479818733
109.3647173342776,73.61883040056657
108.64710476263105,73.18826285757864
106.34114162964235,71.80468497778541
109.4025813835512,73.64154883013072
135.48815162897637,89.29289097738582
108.95901758879575,73.37541055327745
102.98243359254653,69.78946015552792
99.30186006303586,67.58111603782152
130.23690378286227,86.14214226971735
117.17099493249646,78.30259695949788
118.93900244288207,79.36340146572924
96.80078565488219,66.08047139292931
122.16354860520939,81.29812916312562
112.43248413720492,75.45949048232296
111.66301013499282,74.99780608099569
116.47424286946325,77.88454572167795
112.29785928452347,75.37871557071409
114.4419107396039,76.66514644376234
93.97117009835472,64.38270205901283
