SBP_PPG,DBP_PPG,SBP_PPW,DBP_PPW,SBP_AIx,DBP_AIx
97.65337653475345,56.63842304699128,97.65770373557697,56.6560584345594,111.07297159926954,74.64378295956172
97.66203093640051,56.67369382212752,97.66203093640051,56.67369382212752,99.55975050425546,67.73585030255327
97.69664854298874,56.814776922672486,97.69664854298874,56.814776922672486,107.48714102482096,72.49228461489257
97.61875892816522,56.49733994644631,97.61875892816522,56.49733994644631,102.29275244412227,69.37565146647336
97.72261174792992,56.920589248081214,97.72261174792992,56.920589248081214,101.82337026924972,69.09402216154984
97.67933973969463,56.7442353724,97.67933973969463,56.7442353724,101.99445533695649,69.1966732021739
97.67933973969463,56.7442353724,97.6750125388711,56.72659998483188,102.98893165708388,69.79335899425033
97.68366694051815,56.76187075996812,97.68366694051815,56.76187075996812,103.53513970195198,70.12108382117118
97.64472213310638,56.60315227185503,97.64039493228286,56.58551688428691,112.81606819783472,75.68964091870083
97.68799414134169,56.779506147536246,97.68799414134169,56.779506147536246,98.99265063042299,67.3955903782538
97.6750125388711,56.726599984831886,97.67068533804756,56.70896459726376,102.09799503269545,69.25879701961728
97.67068533804756,56.70896459726376,97.67068533804756,56.70896459726376,100.2463568579884,68.14781411479304
97.68799414134169,56.779506147536246,97.68799414134169,56.779506147536246,104.4062325110354,70.64373950662123
97.64904933392992,56.62078765942316,97.64904933392992,56.62078765942316,102.2697065317692,69.36182391906152
97.68799414134169,56.779506147536246,97.69232134216522,56.797141535104366,113.34990537195742,76.00994322317446
97.67068533804756,56.70896459726376,97.66635813722404,56.69132920969564,124.8197575828198,82.89185454969189
97.65770373557697,56.6560584345594,97.65337653475345,56.63842304699128,124.0497467374733,82.42984804248398
97.6750125388711,56.72659998483188,97.6750125388711,56.72659998483188,119.20899431270821,79.52539658762493
97.65337653475345,56.63842304699127,97.64904933392992,56.62078765942316,104.09854629038324,70.45912777422994
97.65337653475345,56.63842304699127,97.64904933392992,56.62078765942315,101.8716030397114,69.12296182382684
97.65337653475345,56.63842304699127,97.65337653475345,56.63842304699127,103.44424095900476,70.06654457540286
97.66203093640051,56.67369382212752,97.65770373557697,56.6560584345594,105.37141672893337,71.22285003736002
97.66203093640051,56.67369382212752,97.66203093640051,56.67369382212752,122.37223229610818,81.42333937766492
97.68366694051815,56.76187075996812,97.68366694051815,56.76187075996812,121.74372438892783,81.04623463335669
97.68366694051815,56.76187075996812,97.68366694051815,56.76187075996812,130.52057477914454,86.31234486748673
97.67068533804756,56.708964597263765,97.67068533804756,56.708964597263765,111.50516606372695,74.90309963823617
97.7053029446358,56.85004769780873,97.70963014545933,56.867683085376854,117.68775557938513,78.61265334763108
97.65770373557697,56.65605843455939,97.65337653475345,56.63842304699127,111.10941378865286,74.66564827319172
97.63606773145933,56.56788149671879,97.63174053063581,56.55024610915068,102.43643645351091,69.46186187210655
97.65337653475345,56.63842304699127,97.65337653475345,56.63842304699127,124.85195913738568,82.9111754824314
