,Pearson r,p-value
SBP_PPG vs SBP_PPW,-0.07996838989849034,0.5168233951147043
SBP_PPG vs SBP_AIx,-0.1732773442542328,0.15762485638782628
SBP_PPW vs SBP_AIx,0.25407012147625185,0.03655374535513868
DBP_PPG vs DBP_PPW,-0.07996838989849016,0.5168233951147051
DBP_PPG vs DBP_AIx,-0.17327734425423275,0.15762485638782628
DBP_PPW vs DBP_AIx,0.25407012147625174,0.03655374535513868
