,Pearson r,p-value
SBP_PPG vs SBP_PPW,0.6463557144733256,0.005054587483777046
SBP_PPG vs SBP_AIx,-0.1137135307784546,0.6638856261422393
SBP_PPW vs SBP_AIx,0.1318494042750835,0.6139574557055898
DBP_PPG vs DBP_PPW,0.646355714473325,0.005054587483777103
DBP_PPG vs DBP_AIx,-0.11371353077845672,0.6638856261422336
DBP_PPW vs DBP_AIx,0.13184940427508432,0.6139574557055875
