SBP_PPG,DBP_PPG,SBP_PPW,DBP_PPW,SBP_AIx,DBP_AIx
95.99999999999997,61.999999999999986,96.00000000000001,62.000000000000014,107.07422999939931,72.24453799963959
83.99999999999997,52.99999999999997,84.00000000000001,53.000000000000014,105.84007126921168,71.504042761527
107.9999999999999,70.99999999999993,84.00000000000001,53.000000000000014,101.74413142362371,69.04647885417424
88.00000000000014,56.000000000000114,87.99999999999997,55.99999999999998,103.5948059071676,70.15688354430056
103.99999999999999,67.99999999999999,107.99999999999999,71.0,100.78690273715425,68.47214164229254
87.99999999999997,55.99999999999998,80.00000000000006,50.00000000000004,96.99368860348156,66.19621316208892
107.9999999999999,70.99999999999993,104.00000000000007,68.00000000000006,112.02723941433624,75.21634364860174
96.00000000000016,62.000000000000114,84.00000000000006,53.00000000000004,107.76775665506125,72.66065399303675
87.99999999999997,55.99999999999998,107.9999999999999,70.99999999999993,98.21284592937683,66.92770755762609
80.00000000000014,50.00000000000011,92.00000000000006,59.00000000000005,109.09523937104794,73.45714362262876
92.00000000000024,59.000000000000185,92.00000000000006,59.00000000000005,106.57183597740035,71.9431015864402
107.99999999999955,70.99999999999966,84.00000000000006,53.00000000000004,102.50192381649012,69.50115428989407
108.00000000000026,71.0000000000002,108.00000000000026,71.0000000000002,102.95309959441849,69.7718597566511
108.00000000000026,71.0000000000002,95.9999999999998,61.99999999999985,103.56035677054935,70.13621406232961
80.00000000000014,50.00000000000011,91.99999999999989,58.999999999999915,105.13277021010921,71.07966212606553
87.99999999999997,55.99999999999998,96.00000000000016,62.000000000000114,103.859972087177,70.3159832523062
