SBP_PPG,DBP_PPG,SBP_PPW,DBP_PPW,SBP_AIx,DBP_AIx
74.00000000000013,47.0000000000001,99.19999999999999,66.6,109.03393196076733,73.4203591764604
92.00000000000006,61.00000000000005,77.5999999999999,49.79999999999991,93.36607584332066,64.01964550599239
77.60000000000005,49.80000000000004,81.19999999999997,52.59999999999998,114.2829164343438,76.56974986060628
84.80000000000005,55.40000000000005,77.60000000000005,49.80000000000004,117.28484910115924,78.37090946069554
77.60000000000005,49.80000000000004,95.6,63.79999999999999,114.29313278191515,76.57587966914909
84.7999999999999,55.39999999999992,92.00000000000006,61.00000000000005,101.1594937046647,68.69569622279882
88.39999999999998,58.19999999999999,95.6,63.79999999999999,97.76714738722578,66.66028843233546
81.19999999999997,52.59999999999998,88.39999999999998,58.19999999999999,96.18290259662392,65.70974155797435
81.19999999999997,52.59999999999998,91.9999999999999,60.99999999999993,103.46436522260606,70.07861913356363
88.39999999999982,58.19999999999986,81.19999999999997,52.59999999999998,87.79911461580215,60.679468769481296
77.60000000000005,49.80000000000004,84.80000000000021,55.40000000000017,102.06415063803107,69.23849038281864
81.19999999999997,52.59999999999998,95.6,63.79999999999999,115.25370595613987,77.15222357368393
84.7999999999999,55.39999999999992,92.00000000000006,61.00000000000005,103.93810191100393,70.36286114660236
77.60000000000005,49.80000000000004,99.1999999999999,66.59999999999994,102.69224353685155,69.61534612211094
81.19999999999997,52.59999999999998,95.6,63.79999999999999,106.10279702126016,71.6616782127561
81.19999999999997,52.59999999999998,95.6,63.79999999999999,95.41738097167736,65.25042858300642
84.80000000000021,55.40000000000017,99.20000000000023,66.60000000000018,99.85741089398257,67.91444653638955
77.60000000000005,49.80000000000004,95.59999999999967,63.79999999999974,97.24102339142722,66.34461403485633
84.7999999999999,55.39999999999992,88.39999999999982,58.19999999999986,94.07096343068127,64.44257805840876
92.00000000000038,61.0000000000003,95.6000000000003,63.80000000000024,97.31557648948737,66.38934589369242
99.20000000000023,66.60000000000018,77.60000000000005,49.80000000000004,100.17864456863246,68.10718674117948
92.00000000000038,61.0000000000003,77.60000000000005,49.80000000000004,94.95622544692517,64.97373526815511
95.6000000000003,63.80000000000024,77.60000000000005,49.80000000000004,99.74599494820447,67.84759696892269
81.19999999999997,52.59999999999998,88.40000000000046,58.20000000000036,98.25501257256333,66.953007543538
88.40000000000046,58.20000000000036,99.20000000000023,66.60000000000018,95.22478590169133,65.1348715410148
95.59999999999967,63.79999999999974,84.80000000000054,55.40000000000042,102.5172345351508,69.51034072109049
