,Pearson r,p-value
Real_SBP vs Estimated_SBP_AIx,-0.08278001632037131,0.7286194127287029
Real_DBP vs Estimated_DBP_AIx,0.11664849549798044,0.6243067972012777
Real_SBP vs Estimated_SBP_AIx_Red,0.41610705892451544,0.06802423598784928
Real_DBP vs Estimated_DBP_AIx_Red,0.6319921889961806,0.0027948522476404602
