,Pearson r,p-value
SBP_PPG vs SBP_PPW,0.0836241640871677,0.7113930494858853
SBP_PPG vs SBP_AIx,0.018455384078823127,0.9350307140414005
SBP_PPW vs SBP_AIx,-0.05838588445704498,0.7963386026918227
DBP_PPG vs DBP_PPW,0.08362416408716757,0.711393049485886
DBP_PPG vs DBP_AIx,0.018455384078823172,0.9350307140414005
DBP_PPW vs DBP_AIx,-0.05838588445704502,0.7963386026918227
