,Pearson r,p-value
SBP_PPG vs SBP_PPW,0.2033679716894039,0.48559599280178267
SBP_PPG vs SBP_AIx,-0.09616728123327627,0.7436405098777503
SBP_PPW vs SBP_AIx,0.2688844991976131,0.3526018993837968
DBP_PPG vs DBP_PPW,0.20336797168940374,0.48559599280178317
DBP_PPG vs DBP_AIx,-0.09616728123327646,0.7436405098777497
DBP_PPW vs DBP_AIx,0.26888449919761354,0.35260189938379594
