,Pearson r,p-value
SBP_PPG vs SBP_PPW,-0.3336697788727714,0.518069981082777
SBP_PPG vs SBP_AIx,0.7275531276370415,0.10122944976304377
SBP_PPW vs SBP_AIx,-0.11215617211532648,0.8324711484609113
DBP_PPG vs DBP_PPW,-0.3336697788727711,0.5180699810827774
DBP_PPG vs DBP_AIx,0.7275531276370412,0.10122944976304393
DBP_PPW vs DBP_AIx,-0.11215617211532858,0.8324711484609081
