,Pearson r,p-value
SBP_PPG vs SBP_PPW,-0.4309766266685504,0.057812236837211
SBP_PPG vs SBP_AIx,0.067203274625106,0.7783204050072834
SBP_PPW vs SBP_AIx,-0.5299381791067392,0.016246671533849122
DBP_PPG vs DBP_PPW,-0.43097662666854963,0.05781223683721144
DBP_PPG vs DBP_AIx,0.06720327462510442,0.7783204050072887
DBP_PPW vs DBP_AIx,-0.5299381791067378,0.01624667153384944
