,Pearson r,p-value
SBP_PPG vs SBP_PPW,0.19282162060380403,0.5089656562748308
SBP_PPG vs SBP_AIx,-0.09616728123327627,0.7436405098777503
SBP_PPW vs SBP_AIx,0.06419523168127571,0.8274091932647692
DBP_PPG vs DBP_PPW,0.19282162060380414,0.5089656562748304
DBP_PPG vs DBP_AIx,-0.09616728123327646,0.7436405098777497
DBP_PPW vs DBP_AIx,0.06419523168127492,0.8274091932647716
