,Pearson r,p-value
SBP_PPG vs SBP_PPW,0.138893263273204,0.7429050438513981
SBP_PPG vs SBP_AIx,0.24457580213450486,0.5593795383209059
SBP_PPW vs SBP_AIx,0.1955384702058601,0.6426037574263463
DBP_PPG vs DBP_PPW,0.13889326327320362,0.7429050438513991
DBP_PPG vs DBP_AIx,0.2445758021345053,0.5593795383209054
DBP_PPW vs DBP_AIx,0.19553847020585774,0.6426037574263503
