,Pearson r,p-value
Real_SBP vs Estimated_SBP_AIx,-0.07084396913688133,0.9098741653315547
Real_DBP vs Estimated_DBP_AIx,0.8851193999072888,0.04592772715232395
Real_SBP vs Estimated_SBP_AIx_Red,0.5966306894614604,0.28819433588438065
Real_DBP vs Estimated_DBP_AIx_Red,-0.49131362270120704,0.40060784034869434
