Estimated_SBP_AIx_Red,Estimated_DBP_AIx_Red
102.79333153034804,69.67599891820882
95.93286759704337,65.55972055822602
93.31026241260112,63.98615744756067
103.74676097436807,70.24805658462084
115.02720880423382,77.0163252825403
106.98293680225714,72.18976208135427
102.60001936653008,69.56001161991804
107.62056546680749,72.57233928008449
99.18347335781952,67.51008401469171
99.32358913881188,67.59415348328713
103.31697806294333,69.990186837766
115.64961059108897,77.38976635465339
111.73407478507968,75.04044487104781
101.956747295106,69.1740483770636
102.49948251243705,69.49968950746224
99.27114556136493,67.56268733681897
91.99211829640711,63.195270977844274
101.05918114098077,68.63550868458846
100.83935166303336,68.50361099782002
98.84715000534092,67.30829000320455
103.69056520041096,70.21433912024658
108.58953905675199,73.15372343405119
103.4790363198237,70.08742179189423
99.06924532400514,67.44154719440309
102.37335522122935,69.4240131327376
113.20207571531576,75.92124542918945
128.09959541345577,84.85975724807346
