,Pearson r,p-value
SBP_PPG vs SBP_PPW,-0.6780312999921192,0.20839111244191896
SBP_PPG vs SBP_AIx,0.08996295465847728,0.885610304338766
SBP_PPW vs SBP_AIx,0.05897152978403046,0.9249586587113436
DBP_PPG vs DBP_PPW,-0.6780312999921199,0.2083911124419183
DBP_PPG vs DBP_AIx,0.08996295465847676,0.8856103043387666
DBP_PPW vs DBP_AIx,0.05897152978403146,0.9249586587113425
