,Pearson r,p-value
Real_SBP vs Estimated_SBP_AIx,0.38959276473474774,0.11001310871664857
Real_DBP vs Estimated_DBP_AIx,0.348563293190493,0.15631313386275186
Real_SBP vs Estimated_SBP_AIx_Red,0.2271757340718539,0.36463676829804165
Real_DBP vs Estimated_DBP_AIx_Red,-0.10401542792094871,0.6812662139512073
