Parameter,Mean Difference (MD),Standard Deviation (SD),Upper Limit (MD + 1.96*SD),Lower Limit (MD - 1.96*SD)
SBP,3.9679791219974714,5.562145802103773,14.869784894120865,-6.933826650125923
DBP,27.99008399669345,3.7969219220905823,35.43205096399099,20.548117029395907
