,Pearson r,p-value
Real_SBP vs Estimated_SBP_AIx,0.10995409714912242,0.7082621416284021
Real_DBP vs Estimated_DBP_AIx,0.0642125183830927,0.8273633541943033
Real_SBP vs Estimated_SBP_AIx_Red,0.2684488292571275,0.3534127957299067
Real_DBP vs Estimated_DBP_AIx_Red,0.2771849356738716,0.3373487683195928
