Parameter,Mean Difference (MD),Standard Deviation (SD),Upper Limit (MD + 1.96*SD),Lower Limit (MD - 1.96*SD)
SBP,7.364052614664739,3.3621160406723445,13.953800054382533,0.7743051749469441
DBP,3.674742894470367,2.7853391444681317,9.134007617627905,-1.7845218286871716
