Estimated_SBP_AIx_Red,Estimated_DBP_AIx_Red
98.26028654202797,66.95617192521678
101.15886125592962,68.69531675355778
119.66168792692814,79.79701275615687
103.61795637695448,70.17077382617269
108.04553103026656,72.82731861815994
105.90695204781136,71.54417122868682
119.42119907856545,79.65271944713928
100.45391486628029,68.27234891976818
114.46728606228731,76.68037163737239
112.82039225107721,75.69223535064633
106.95200831532192,72.17120498919316
107.3923692649285,72.4354215589571
89.20795536866628,61.524773221199766
115.44353913146037,77.26612347887622
98.94714508677006,67.36828705206203
112.76755610312382,75.6605336618743
108.21112220922191,72.92667332553314
95.63293656350679,65.37976193810407
93.58789431848359,64.15273659109016
97.43468677645559,66.46081206587336
106.37814509221622,71.82688705532973
104.54595576919657,70.72757346151793
103.53942107422313,70.12365264453388
97.32032199956514,66.39219319973908
108.95673858322053,73.3740431499323
