,Pearson r,p-value
Real_SBP vs Estimated_SBP_AIx,0.4214506245545574,0.06420964955897844
Real_DBP vs Estimated_DBP_AIx,0.27274446411076025,0.244653004518113
Real_SBP vs Estimated_SBP_AIx_Red,-0.1247084400056082,0.600379461803509
Real_DBP vs Estimated_DBP_AIx_Red,-0.35389101649784094,0.12582473230653518
