,Pearson r,p-value
SBP_PPG vs SBP_PPW,-0.1419489388935739,0.6771655786658647
SBP_PPG vs SBP_AIx,0.2690417844423445,0.4237130865285061
SBP_PPW vs SBP_AIx,-0.40311746873836857,0.21894606627295152
DBP_PPG vs DBP_PPW,-0.14194893889357368,0.6771655786658652
DBP_PPG vs DBP_AIx,0.2690417844423447,0.4237130865285058
DBP_PPW vs DBP_AIx,-0.4031174687383698,0.21894606627294982
