SBP_PPG,DBP_PPG,SBP_PPW,DBP_PPW,SBP_AIx,DBP_AIx
104.89329010965446,62.30735080945671,104.89329010965446,62.30735080945671,97.58253348697232,64.16246528078278
105.08040235297719,62.53995043166064,104.98684623131582,62.42365062055868,97.32493270976576,64.00218035274314
105.17395847463855,62.65625024276261,105.17395847463855,62.65625024276261,100.09795601141894,65.72761707377178
105.36107071796128,62.888849864966545,105.36107071796128,62.888849864966545,95.23309114817098,62.700590047750836
104.98684623131584,62.423650620558696,104.98684623131581,62.42365062055866,97.70000912278486,64.23556123195503
105.45462683962263,63.00514967606851,105.45462683962268,63.005149676068555,95.55370006462826,62.90008004021313
105.82885132626812,63.470348920476425,105.82885132626812,63.470348920476425,95.4643994987774,62.84451524368371
105.17395847463857,62.65625024276263,105.26751459629992,62.77255005386458,97.39632882404057,64.04660460162525
105.08040235297719,62.53995043166064,105.17395847463857,62.65625024276263,97.5410671802559,64.13666402327033
105.45462683962268,63.005149676068555,105.3610707179613,62.888849864966566,96.52196683416598,63.50255714125883
105.17395847463854,62.656250242762596,105.17395847463854,62.656250242762596,98.7617335976432,64.89618979408911
105.17395847463857,62.65625024276263,105.17395847463857,62.65625024276263,98.94515273012084,65.0103172542974
104.98684623131581,62.42365062055866,105.08040235297719,62.53995043166064,101.72680754187553,66.74112469272255
105.45462683962268,63.005149676068555,105.54818296128403,63.1214494871705,99.16435534051136,65.14670998965151
104.89329010965446,62.307350809456715,104.79973398799308,62.191050998354726,98.43566890671241,64.69330509750995
105.3610707179613,62.888849864966566,105.3610707179613,62.888849864966566,96.9402248496532,63.762806573117544
