,Pearson r,p-value
SBP_PPG vs SBP_PPW,-0.4126041765251103,0.3096861271821693
SBP_PPG vs SBP_AIx,-0.2089774093572303,0.6194258576424522
SBP_PPW vs SBP_AIx,-0.2528992862832286,0.5456445751794444
DBP_PPG vs DBP_PPW,-0.4126041765251099,0.3096861271821698
DBP_PPG vs DBP_AIx,-0.20897740935723375,0.6194258576424461
DBP_PPW vs DBP_AIx,-0.2528992862832271,0.545644575179447
